entity,high_weights,high_counts,low_weights,low_counts,relative_weight,relative_count
POTTED PLANT,12.0,2.0,11.0,2.0,1.0909090909090908,1.0
VISUAL EMPHASIS,15.0,2.0,0.0,0.0,inf,inf
POOR CLARITY,0.0,0.0,6.0,1.0,0.0,0.0
EMOJIS,12.0,2.0,6.0,1.0,2.0,2.0
CASUAL ATTIRE,44.0,6.0,22.0,3.0,2.0,2.0
JOKING TONE,7.0,1.0,0.0,0.0,inf,inf
EMOTIONAL DELIVERY,16.0,2.0,0.0,0.0,inf,inf
CAR SEAT,0.0,0.0,7.0,1.0,0.0,0.0
"CONVERSATIONAL, UPBEAT TONE",7.0,1.0,0.0,0.0,inf,inf
POSTER OR ARTWORK,6.0,1.0,0.0,0.0,inf,inf
TEXT OVERLAY MESSAGE,0.0,0.0,6.0,1.0,0.0,0.0
GLOSSIER CANVAS TOTE,5.0,1.0,0.0,0.0,inf,inf
WISHFUL THINKING CAKES,7.0,1.0,0.0,0.0,inf,inf
FINGER GESTURE,0.0,0.0,7.0,1.0,0.0,0.0
AMAZING NOODLES,8.0,1.0,0.0,0.0,inf,inf
SYNTHESIZED MELODY AND BASS LINE,8.0,1.0,0.0,0.0,inf,inf
FORWARD EYE MOVEMENTS,7.0,1.0,0.0,0.0,inf,inf
ANIMATED PITCH,9.0,1.0,0.0,0.0,inf,inf
SPECIFIC MOMENTS,0.0,0.0,7.0,1.0,0.0,0.0
PINK AND WHITE TASSELS,0.0,0.0,7.0,1.0,0.0,0.0
MASERATI,9.0,1.0,0.0,0.0,inf,inf
INVITATIONAL FOCAL POINT,0.0,0.0,8.0,1.0,0.0,0.0
DARK-COLORED SHIRT,6.0,1.0,0.0,0.0,inf,inf
AUDIO ANALYSIS DATA,0.0,0.0,5.0,1.0,0.0,0.0
PERSONAL MOMENT,8.0,1.0,0.0,0.0,inf,inf
ECHO,5.0,1.0,0.0,0.0,inf,inf
CUTE AND ORGANIZED SPACE,8.0,1.0,0.0,0.0,inf,inf
NEUTRAL EXPRESSION,30.0,4.0,15.0,2.0,2.0,2.0
ENTHUSIASM/EXCITEMENT,17.0,2.0,0.0,0.0,inf,inf
MEAT,18.0,2.0,0.0,0.0,inf,inf
WOODEN BENCH,6.0,1.0,0.0,0.0,inf,inf
NOTABLY LOW POINTS,0.0,0.0,6.0,1.0,0.0,0.0
CUSTOM CAKES,8.0,1.0,0.0,0.0,inf,inf
AMBIENT NOISE,7.0,1.0,0.0,0.0,inf,inf
PAST RELATIONSHIP,6.0,1.0,0.0,0.0,inf,inf
AUDIO DESCRIPTION,182.0,23.0,49.0,6.0,3.7142857142857144,3.8333333333333335
SHAMPOO BOTTLE,8.0,1.0,0.0,0.0,inf,inf
SWEATER,0.0,0.0,7.0,1.0,0.0,0.0
MIRRORBALL GRAD GIRLIES,8.0,1.0,0.0,0.0,inf,inf
HIGH AND LOW PITCHES,8.0,1.0,0.0,0.0,inf,inf
FASTER SPEECH PERIOD 0:20-0:27,8.0,1.0,0.0,0.0,inf,inf
STACKED BOOKS,6.0,1.0,0.0,0.0,inf,inf
CHILD'S POSTURE,8.0,1.0,0.0,0.0,inf,inf
AVERAGE SPEAKING PACE,7.0,1.0,0.0,0.0,inf,inf
PERSONAL TIME,7.0,1.0,0.0,0.0,inf,inf
DECORATIVE ELEMENT,6.0,1.0,0.0,0.0,inf,inf
CHORD TRANSITIONS,8.0,1.0,0.0,0.0,inf,inf
FLAT PITCH CONTOUR,15.0,2.0,0.0,0.0,inf,inf
CRATES,8.0,1.0,0.0,0.0,inf,inf
PARTNER,0.0,0.0,6.0,1.0,0.0,0.0
QUIET BACKGROUND NOISE,20.0,2.0,13.0,2.0,1.5384615384615385,1.0
CONFIDENCE AND READINESS,8.0,1.0,0.0,0.0,inf,inf
MALE SINGING,6.0,1.0,0.0,0.0,inf,inf
LIP-SYNCING,24.0,3.0,0.0,0.0,inf,inf
HIP-HOP SONG,0.0,0.0,9.0,1.0,0.0,0.0
POSES,0.0,0.0,8.0,1.0,0.0,0.0
SNARE DRUM BEAT,7.0,1.0,0.0,0.0,inf,inf
DISTORTED ECHO,6.0,1.0,0.0,0.0,inf,inf
HATS,6.0,1.0,0.0,0.0,inf,inf
ENGAGING WITH AUDIENCE,8.0,1.0,0.0,0.0,inf,inf
CUTTING BOARD,8.0,1.0,0.0,0.0,inf,inf
WAVING HANDS AND BENDING DOWN,0.0,0.0,8.0,1.0,0.0,0.0
STEADY SPEECH RATE,13.0,2.0,0.0,0.0,inf,inf
TOWEL,6.0,1.0,0.0,0.0,inf,inf
SNIFFING SOUNDS,8.0,1.0,0.0,0.0,inf,inf
START POSITION,8.0,1.0,0.0,0.0,inf,inf
MILK MAKEUP,0.0,0.0,9.0,1.0,0.0,0.0
"BRAND ""BEIS""",0.0,0.0,7.0,1.0,0.0,0.0
AUTO-TUNED VOCALS,8.0,1.0,0.0,0.0,inf,inf
CLEMENTINE BISOU,7.0,1.0,0.0,0.0,inf,inf
AROMA AND TASTE,7.0,1.0,0.0,0.0,inf,inf
ATTITUDE AND EXPRESSION,9.0,1.0,0.0,0.0,inf,inf
BLUE AND GOLD STOLES,9.0,1.0,0.0,0.0,inf,inf
LARGE BOX,0.0,0.0,7.0,1.0,0.0,0.0
FASHION OR LIFESTYLE PRODUCTS,0.0,0.0,8.0,1.0,0.0,0.0
FOOD NETWORK BAKING COMPETITION WINNER,8.0,1.0,0.0,0.0,inf,inf
ENGAGEMENT,58.0,7.0,32.0,4.0,1.8125,1.75
SEATED POSTURE,15.0,2.0,7.0,1.0,2.142857142857143,2.0
CABINETS OR CLOSETS,0.0,0.0,6.0,1.0,0.0,0.0
FAINT REFLECTION,6.0,1.0,0.0,0.0,inf,inf
LEARNING AND CREATIVITY,0.0,0.0,8.0,1.0,0.0,0.0
GENERAL DIRECTION,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
FEMALE VOCAL MELODY,8.0,1.0,0.0,0.0,inf,inf
URBAN ENVIRONMENT,12.0,2.0,9.0,1.0,1.3333333333333333,2.0
ARTISTIC CHOICE,0.0,0.0,7.0,1.0,0.0,0.0
BASS AND LOWER INSTRUMENTAL PARTS,7.0,1.0,0.0,0.0,inf,inf
FOURTH STREET,6.0,1.0,0.0,0.0,inf,inf
VACATION,10.0,1.0,0.0,0.0,inf,inf
LARGE WATER BOTTLE,0.0,0.0,14.0,1.0,0.0,0.0
INCOMPLETE TRANSCRIPT,0.0,0.0,7.0,1.0,0.0,0.0
HAIR CARE ROUTINE,0.0,0.0,9.0,1.0,0.0,0.0
LASH GLUE,8.0,1.0,0.0,0.0,inf,inf
PAIR OF PANTS,8.0,1.0,0.0,0.0,inf,inf
SCREEN RECORDING,0.0,0.0,9.0,1.0,0.0,0.0
REMOVING ITEMS,8.0,1.0,0.0,0.0,inf,inf
MIRROR SELFIE,9.0,1.0,9.0,1.0,1.0,1.0
AVERAGE SPEECH RATE,7.0,1.0,0.0,0.0,inf,inf
LIPS,9.0,1.0,0.0,0.0,inf,inf
DRUMS,7.0,1.0,8.0,1.0,0.875,1.0
NEUTRAL COLOR PALETTE,0.0,0.0,7.0,1.0,0.0,0.0
BUTTERFLIES,6.0,1.0,0.0,0.0,inf,inf
POSITIVE AND CONFIDENT DEMEANOR,8.0,1.0,0.0,0.0,inf,inf
SUNGLASSES,0.0,0.0,8.0,1.0,0.0,0.0
ELECTRONIC DRUMS,7.0,1.0,0.0,0.0,inf,inf
STEADY PACE,16.0,2.0,0.0,0.0,inf,inf
NODDING HEAD,7.0,1.0,0.0,0.0,inf,inf
HIGH NOTES,8.0,1.0,0.0,0.0,inf,inf
SONG WITH MUSIC,8.0,1.0,0.0,0.0,inf,inf
"""YOU'RE TOO SWEET FOR ME""",0.0,0.0,8.0,1.0,0.0,0.0
SITTING ON COUCH,5.0,1.0,0.0,0.0,inf,inf
GESTURING,8.0,1.0,0.0,0.0,inf,inf
WIDENED EYES AND SLIGHT SMILE,8.0,1.0,0.0,0.0,inf,inf
INTRODUCTION AND DISPLAY,18.0,2.0,0.0,0.0,inf,inf
ENVIRONMENT,26.0,4.0,0.0,0.0,inf,inf
"""DM"" HIGH PITCH",8.0,1.0,0.0,0.0,inf,inf
SWIMWEAR,6.0,1.0,0.0,0.0,inf,inf
OVERLAPPING VOCALS,7.0,1.0,0.0,0.0,inf,inf
RELAXED LIFESTYLE,7.0,1.0,0.0,0.0,inf,inf
PROMOTIONAL CODES,7.0,1.0,0.0,0.0,inf,inf
BACKGROUND ITEMS,7.0,1.0,0.0,0.0,inf,inf
CALMNESS,0.0,0.0,7.0,1.0,0.0,0.0
HAIR STYLING DEMONSTRATION,9.0,1.0,0.0,0.0,inf,inf
BRANDING OR PRODUCT FOCUS,0.0,0.0,7.0,1.0,0.0,0.0
NOSTALGIA BRAND PRODUCTS,0.0,0.0,9.0,1.0,0.0,0.0
HOME ORGANIZATION,10.0,1.0,0.0,0.0,inf,inf
FOCUSED EYE AND HEAD MOVEMENTS,0.0,0.0,7.0,1.0,0.0,0.0
LIGHTHEARTED MOOD,9.0,1.0,0.0,0.0,inf,inf
HEADREST,6.0,1.0,0.0,0.0,inf,inf
REPETITIVE SYNTH LINE,8.0,1.0,0.0,0.0,inf,inf
PLAIN OFF-WHITE WALL,7.0,1.0,0.0,0.0,inf,inf
SLANG,0.0,0.0,7.0,1.0,0.0,0.0
FLOOR RUG,5.0,1.0,0.0,0.0,inf,inf
HARISSA SPREAD,8.0,1.0,0.0,0.0,inf,inf
FRAMED PICTURE,11.0,2.0,0.0,0.0,inf,inf
LAUGH,34.0,5.0,0.0,0.0,inf,inf
OLDER ARCHITECTURAL STYLES,0.0,0.0,6.0,1.0,0.0,0.0
MOM-AND-POP CHINESE RESTAURANT,9.0,1.0,0.0,0.0,inf,inf
CONSISTENT PITCH RANGE,7.0,1.0,0.0,0.0,inf,inf
SITTING POSITION,7.0,1.0,8.0,1.0,0.875,1.0
TIKTOK USERNAME OVERLAY,6.0,1.0,0.0,0.0,inf,inf
WELL-LIT SPACE,0.0,0.0,8.0,1.0,0.0,0.0
OUTFIT CONTEXT,8.0,1.0,0.0,0.0,inf,inf
NATURAL SETTING,10.0,1.0,6.0,1.0,1.6666666666666667,1.0
LEMON BOURBON,7.0,1.0,0.0,0.0,inf,inf
CONFIDENCE AND APPROACHABILITY,0.0,0.0,9.0,1.0,0.0,0.0
WHITE TOWEL,4.0,1.0,0.0,0.0,inf,inf
SENSITIVITY AND EMOTIONAL EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
CROPPED TOP,8.0,1.0,0.0,0.0,inf,inf
INDOOR GYM,9.0,1.0,0.0,0.0,inf,inf
PAPER SHUFFLING,7.0,1.0,0.0,0.0,inf,inf
PRODUCT,15.0,2.0,9.0,1.0,1.6666666666666667,2.0
WIDE EYES AND BIGGER SMILE,8.0,1.0,0.0,0.0,inf,inf
CAT STROLLER,9.0,1.0,0.0,0.0,inf,inf
BLUE ICY THEME,9.0,1.0,0.0,0.0,inf,inf
SYNTHESIZER MELODY,6.0,1.0,7.0,1.0,0.8571428571428571,1.0
CARDBOARD BOXES,6.0,1.0,0.0,0.0,inf,inf
PRESENTATION STRATEGIES,0.0,0.0,8.0,1.0,0.0,0.0
DJ STATION,0.0,0.0,7.0,1.0,0.0,0.0
DETERMINATION AND ENTHUSIASM,9.0,1.0,0.0,0.0,inf,inf
VISUAL CONTEXT,8.0,1.0,0.0,0.0,inf,inf
AESTHETICS,0.0,0.0,8.0,1.0,0.0,0.0
FINAL PRODUCT,9.0,1.0,0.0,0.0,inf,inf
GRAPHICAL ELEMENTS,8.0,1.0,0.0,0.0,inf,inf
COORDINATED MOVEMENTS,8.0,1.0,0.0,0.0,inf,inf
CHOPSTICKS USAGE,9.0,1.0,0.0,0.0,inf,inf
MEALS WITH FRIENDS,8.0,1.0,0.0,0.0,inf,inf
DRAWER SOUNDS,6.0,1.0,0.0,0.0,inf,inf
OLAMONDE GOURMAND SKIN SCENT COLLECTION,9.0,1.0,0.0,0.0,inf,inf
SPONSORED CONTENT,80.0,11.0,30.0,4.0,2.6666666666666665,2.75
SLIGHT ENGAGEMENT,8.0,1.0,0.0,0.0,inf,inf
SYNTHESIZED ELECTRONIC INSTRUMENTATION,8.0,1.0,0.0,0.0,inf,inf
TRIPLE ZERO,7.0,1.0,0.0,0.0,inf,inf
PRESSURE TO BE ACTIVE,8.0,1.0,0.0,0.0,inf,inf
SLIGHT VARIATIONS,7.0,1.0,0.0,0.0,inf,inf
HYPE,0.0,0.0,7.0,1.0,0.0,0.0
GESTURING WITH LEFT HAND,0.0,0.0,7.0,1.0,0.0,0.0
FRYING PAN,8.0,1.0,0.0,0.0,inf,inf
EMPHASIS ON WORDS,8.0,1.0,0.0,0.0,inf,inf
RELAXED SIGH,7.0,1.0,0.0,0.0,inf,inf
CHARISMATIC PRESENTATION,0.0,0.0,9.0,1.0,0.0,0.0
SHOELACE,7.0,1.0,0.0,0.0,inf,inf
LIGHT SOURCE,8.0,1.0,0.0,0.0,inf,inf
BLACK CAP,0.0,0.0,7.0,1.0,0.0,0.0
DAY IN THE LIFE 1-27-23,9.0,1.0,0.0,0.0,inf,inf
LIGHTING SOURCES,6.0,1.0,0.0,0.0,inf,inf
INDEX FINGER,15.0,2.0,0.0,0.0,inf,inf
SPOKEN WORDS,18.0,2.0,0.0,0.0,inf,inf
UPLIFTING BACKGROUND MUSIC,8.0,1.0,0.0,0.0,inf,inf
CONFETTI OR ARTIFICIAL SNOW,7.0,1.0,0.0,0.0,inf,inf
FINGERS,0.0,0.0,8.0,1.0,0.0,0.0
PLAYFULNESS,0.0,0.0,7.0,1.0,0.0,0.0
DEMI LOVATO,7.0,1.0,0.0,0.0,inf,inf
VEHICLE INTERIOR FEATURES,0.0,0.0,6.0,1.0,0.0,0.0
AUDIO SAMPLE,0.0,0.0,7.0,1.0,0.0,0.0
SHORT BREATHS,6.0,1.0,0.0,0.0,inf,inf
MIAMI TRIP,0.0,0.0,6.0,1.0,0.0,0.0
DECIBEL METER,5.0,1.0,0.0,0.0,inf,inf
TIKTOK USERNAME,42.0,6.0,14.0,2.0,3.0,3.0
LIGHTHEARTED OUTDOOR SETTING,9.0,1.0,0.0,0.0,inf,inf
TELEVISION,5.0,1.0,0.0,0.0,inf,inf
DOMINANT SOUNDS,0.0,0.0,8.0,1.0,0.0,0.0
MOM,7.0,1.0,0.0,0.0,inf,inf
LOS ANGELES,15.0,2.0,0.0,0.0,inf,inf
SIDECHAIN COMPRESSION,0.0,0.0,9.0,2.0,0.0,0.0
Y2K BALLOONS,0.0,0.0,8.0,1.0,0.0,0.0
BRAGGING ABOUT MERCEDES,0.0,0.0,7.0,1.0,0.0,0.0
SMILE AND WARMTH,9.0,1.0,0.0,0.0,inf,inf
CONTEMPORARY ARCHITECTURE,0.0,0.0,6.0,1.0,0.0,0.0
MAKEUP BRUSH,8.0,1.0,0.0,0.0,inf,inf
EXAGGERATED TONE,7.0,1.0,0.0,0.0,inf,inf
OCCASIONAL RUSTLING,6.0,1.0,0.0,0.0,inf,inf
RETAIL STORE AISLE,0.0,0.0,9.0,1.0,0.0,0.0
GLASSES WITH REFLECTIONS,0.0,0.0,7.0,1.0,0.0,0.0
SUNDAY,6.0,1.0,0.0,0.0,inf,inf
AUDIO EFFECTS,64.0,8.0,14.0,2.0,4.571428571428571,4.0
SOULFUL POP SONG,9.0,1.0,0.0,0.0,inf,inf
BLACK OBJECT,14.0,2.0,0.0,0.0,inf,inf
BRIGHT AND VISUALLY APPEALING COMPOSITION,0.0,0.0,9.0,1.0,0.0,0.0
OPEN EYES,0.0,0.0,8.0,1.0,0.0,0.0
HEAD AND FACIAL MOVEMENTS,7.0,1.0,0.0,0.0,inf,inf
ROOM WITH MIRROR,0.0,0.0,8.0,1.0,0.0,0.0
LIBRARY STUDYING,8.0,1.0,0.0,0.0,inf,inf
MAKING COFFEE,0.0,0.0,8.0,1.0,0.0,0.0
STRETCHED WORD,7.0,1.0,0.0,0.0,inf,inf
LYRICS,110.0,14.0,38.0,4.0,2.8947368421052633,3.5
FOUNDATION APPLICATION,8.0,1.0,0.0,0.0,inf,inf
MALE COMPANION,0.0,0.0,8.0,1.0,0.0,0.0
HAND AND FINGER ENGAGEMENT,0.0,0.0,8.0,1.0,0.0,0.0
VANITY WITH CABINET,6.0,1.0,0.0,0.0,inf,inf
SMOOTH AND CONTROLLED MOVEMENTS,0.0,0.0,7.0,1.0,0.0,0.0
INFLUENCER'S ROLE,0.0,0.0,9.0,1.0,0.0,0.0
LIMITED PITCH RANGE,20.0,3.0,0.0,0.0,inf,inf
REVERB EFFECT,6.0,1.0,0.0,0.0,inf,inf
FOCUS ON PRODUCT,0.0,0.0,9.0,1.0,0.0,0.0
SOCIAL INTERACTION,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
PATTERNS OR SIGNALS,14.0,2.0,5.0,1.0,2.8,2.0
LIGHT-COLORED SWEATER,7.0,1.0,0.0,0.0,inf,inf
MALE ARTIST,0.0,0.0,7.0,1.0,0.0,0.0
FASHION ITEM,0.0,0.0,9.0,1.0,0.0,0.0
DIY BEAUTY TIPS,8.0,1.0,0.0,0.0,inf,inf
DREAMY ATMOSPHERE,7.0,1.0,0.0,0.0,inf,inf
PARADE,8.0,1.0,0.0,0.0,inf,inf
WHITE WALLS,6.0,1.0,7.0,1.0,0.8571428571428571,1.0
UNEVEN PACING,0.0,0.0,6.0,1.0,0.0,0.0
INTERACTION WITH DIGITAL ELEMENTS,0.0,0.0,8.0,1.0,0.0,0.0
CAMERA,14.0,2.0,15.0,2.0,0.9333333333333333,1.0
THE WESLEY,9.0,1.0,0.0,0.0,inf,inf
GOODIE BAG,0.0,0.0,14.0,1.0,0.0,0.0
EMPHATIC STRESS,8.0,1.0,0.0,0.0,inf,inf
BEIGE COLOR,7.0,1.0,0.0,0.0,inf,inf
CASUAL AND ENGAGING VIBE,7.0,1.0,0.0,0.0,inf,inf
LOOSE-FITTING TOP,0.0,0.0,7.0,1.0,0.0,0.0
APPLICATION GESTURE,8.0,1.0,0.0,0.0,inf,inf
BEAUTY TIPS,8.0,1.0,0.0,0.0,inf,inf
SHOWER STALL,7.0,1.0,0.0,0.0,inf,inf
BRAND TAGGING,5.0,1.0,0.0,0.0,inf,inf
WHITE MARBLE TABLETOP,7.0,1.0,0.0,0.0,inf,inf
CALL TO ACTION,92.0,12.0,20.0,3.0,4.6,4.0
DECORATIVE PLANT,6.0,1.0,0.0,0.0,inf,inf
CASUAL RESTAURANT SETTING,7.0,1.0,0.0,0.0,inf,inf
DECORATED SPACE,0.0,0.0,7.0,1.0,0.0,0.0
LIGHTER CONCEALER,8.0,1.0,0.0,0.0,inf,inf
GIRL,0.0,0.0,6.0,1.0,0.0,0.0
STEADY EYE CONTACT,18.0,2.0,9.0,1.0,2.0,2.0
FIRST-PERSON PERSPECTIVE,8.0,1.0,0.0,0.0,inf,inf
THRIFTED SHOES,16.0,1.0,0.0,0.0,inf,inf
LIGHT-COLORED BACKSPLASH,8.0,1.0,0.0,0.0,inf,inf
SIGNS OF SINCERITY,8.0,1.0,16.0,2.0,0.5,0.5
RELAXATION AND ENJOYMENT,9.0,1.0,0.0,0.0,inf,inf
CIRCUS-THEMED MUSIC,8.0,1.0,0.0,0.0,inf,inf
PLAYFUL INTERACTION,16.0,2.0,0.0,0.0,inf,inf
WALKING MOTIONS,8.0,1.0,0.0,0.0,inf,inf
AUTOTUNE,12.0,1.0,11.0,2.0,1.0909090909090908,0.5
GESTURE DYNAMIC,0.0,0.0,8.0,1.0,0.0,0.0
NO BACKGROUND MUSIC,4.0,1.0,9.0,1.0,0.4444444444444444,1.0
SUBJECTIVITY,6.0,1.0,6.0,1.0,1.0,1.0
FACTUAL INTERJECTION,8.0,1.0,0.0,0.0,inf,inf
SEQUENTIAL FOCUS,8.0,1.0,0.0,0.0,inf,inf
UNBOXING SOUNDS,0.0,0.0,8.0,1.0,0.0,0.0
PASTEL HUES,0.0,0.0,13.0,1.0,0.0,0.0
STEADY HEAD,8.0,1.0,0.0,0.0,inf,inf
MODERATELY FAST SPEECH,0.0,0.0,7.0,1.0,0.0,0.0
RHYTHMIC MOVEMENT,0.0,0.0,15.0,1.0,0.0,0.0
BREATHY EMOTIONAL DELIVERY,9.0,1.0,0.0,0.0,inf,inf
EXCITEMENT AND ANTICIPATION,25.0,3.0,26.0,3.0,0.9615384615384616,1.0
SINCERITY AND ENTHUSIASM,8.0,1.0,0.0,0.0,inf,inf
COMPACT STORAGE SOLUTIONS,8.0,1.0,0.0,0.0,inf,inf
LIVELY PRESENCE,9.0,1.0,0.0,0.0,inf,inf
SHAKING OF CONTAINER,6.0,1.0,0.0,0.0,inf,inf
ENERGETIC DELIVERY,0.0,0.0,8.0,1.0,0.0,0.0
FLUFFY PILLOWS,6.0,1.0,0.0,0.0,inf,inf
COFFEE AND SMOOTHIE MAKING,0.0,0.0,7.0,1.0,0.0,0.0
ENGAGING TONE,0.0,0.0,8.0,1.0,0.0,0.0
TABBY CAT,8.0,1.0,0.0,0.0,inf,inf
ENGAGING AUDIO,9.0,1.0,0.0,0.0,inf,inf
REDDISH-BROWN HAIR,6.0,1.0,0.0,0.0,inf,inf
ORNAMENT,0.0,0.0,6.0,1.0,0.0,0.0
CONSISTENT SPEED,7.0,1.0,0.0,0.0,inf,inf
TROPICAL SETTING,8.0,1.0,0.0,0.0,inf,inf
THOUGHT COLLECTION,7.0,1.0,0.0,0.0,inf,inf
LONG STYLED HAIR,0.0,0.0,7.0,1.0,0.0,0.0
RUSHED #OOTD,8.0,1.0,0.0,0.0,inf,inf
BED,11.0,2.0,7.0,1.0,1.5714285714285714,2.0
NATURAL SPEECH PATTERNS,8.0,1.0,6.0,1.0,1.3333333333333333,1.0
MIN/MAX VOLUME,6.0,1.0,0.0,0.0,inf,inf
NECKLACE,13.0,2.0,0.0,0.0,inf,inf
SILVER OR GRAY HAIR,9.0,1.0,0.0,0.0,inf,inf
FITNESS THEME,9.0,1.0,0.0,0.0,inf,inf
REPETITIVE STRUCTURE,14.0,2.0,9.0,1.0,1.5555555555555556,2.0
BEAUTY OR LIFESTYLE PRODUCT REVIEW,0.0,0.0,7.0,1.0,0.0,0.0
HIP-HOP/TRAP SOUND,0.0,0.0,6.0,1.0,0.0,0.0
NEUTRAL TO SLIGHTLY POSITIVE DEMEANOR,8.0,1.0,0.0,0.0,inf,inf
BROWN TOP,5.0,1.0,0.0,0.0,inf,inf
ABSENCE OF FIDGETING,7.0,1.0,0.0,0.0,inf,inf
115 WORDS,5.0,1.0,0.0,0.0,inf,inf
EXCITEMENT IN VOICE,16.0,2.0,0.0,0.0,inf,inf
WATERPROOF MASCARA,7.0,1.0,0.0,0.0,inf,inf
FEMALE EMPOWERMENT,0.0,0.0,8.0,1.0,0.0,0.0
METALLIC CLANG,6.0,1.0,0.0,0.0,inf,inf
GLOSSY COUNTER,6.0,1.0,0.0,0.0,inf,inf
SOFTWARE LIMITATIONS,5.0,1.0,0.0,0.0,inf,inf
EXPRESSIVE VOICE,24.0,3.0,0.0,0.0,inf,inf
CONTROLLED RECORDING ENVIRONMENT,7.0,1.0,0.0,0.0,inf,inf
NONVERBAL SOUNDS,6.0,1.0,0.0,0.0,inf,inf
QUALITY AND STYLE,0.0,0.0,7.0,1.0,0.0,0.0
ALFRED BODUM COLD BREW MAKER,8.0,1.0,0.0,0.0,inf,inf
"NAME ""EDEN""",7.0,1.0,0.0,0.0,inf,inf
SYNTHESIZED SOUND EFFECT,7.0,1.0,0.0,0.0,inf,inf
FEMININE VOICE,0.0,0.0,6.0,1.0,0.0,0.0
PRODUCT LOGO,0.0,0.0,7.0,1.0,0.0,0.0
OVERALL FEEL,8.0,1.0,0.0,0.0,inf,inf
FEMALE VOCAL,15.0,2.0,0.0,0.0,inf,inf
SOUTHERN US ACCENT,0.0,0.0,6.0,1.0,0.0,0.0
CONSISTENT AND UPBEAT TEMPO,8.0,1.0,0.0,0.0,inf,inf
CONTENT EXPRESSION,0.0,0.0,8.0,1.0,0.0,0.0
SHIMMERY EYE MAKEUP,0.0,0.0,9.0,1.0,0.0,0.0
GUT HEALTH,9.0,1.0,0.0,0.0,inf,inf
CAT MEOWS,6.0,1.0,0.0,0.0,inf,inf
FITNESS AND NUTRITION,0.0,0.0,8.0,1.0,0.0,0.0
TIKTOK LOGO AND WATERMARK,8.0,1.0,0.0,0.0,inf,inf
CONTEXTUAL CLUES,0.0,0.0,7.0,1.0,0.0,0.0
VERBAL INSTRUCTIONS,9.0,1.0,0.0,0.0,inf,inf
REVERB,55.0,8.0,22.0,4.0,2.5,2.0
FOOD PRESENTATION,16.0,2.0,0.0,0.0,inf,inf
SIGNAGE AND TEXT,0.0,0.0,7.0,1.0,0.0,0.0
EQUALIZATION,0.0,0.0,6.0,1.0,0.0,0.0
UPBEAT AND ENERGETIC MUSIC,17.0,2.0,0.0,0.0,inf,inf
FACIAL EXPRESSIONS,106.0,12.0,17.0,2.0,6.235294117647059,6.0
HUMAN ORGAN FOR TRANSPLANT,8.0,1.0,0.0,0.0,inf,inf
BAKING PAN,8.0,1.0,0.0,0.0,inf,inf
LIVELY AFRICAN SONG,0.0,0.0,9.0,1.0,0.0,0.0
WHITE CABINETS,8.0,1.0,0.0,0.0,inf,inf
ORANGE AND WHITE STRIPED TOWELS,8.0,1.0,0.0,0.0,inf,inf
RARE BEAUTY,8.0,1.0,0.0,0.0,inf,inf
REPEATING DRUM BEAT,0.0,0.0,8.0,1.0,0.0,0.0
AIR BROW VOLUMIZING GEL,8.0,1.0,0.0,0.0,inf,inf
STICKY PRIMER,7.0,1.0,0.0,0.0,inf,inf
TARGET,7.0,1.0,0.0,0.0,inf,inf
BRIGHT AND ENERGETIC TONE,8.0,1.0,0.0,0.0,inf,inf
CLASSIC VEHICLE,0.0,0.0,9.0,1.0,0.0,0.0
RELAXED EXPRESSION,9.0,1.0,0.0,0.0,inf,inf
MINIMAL MOVEMENTS,0.0,0.0,8.0,1.0,0.0,0.0
EVEN SPEECH RATE,9.0,1.0,0.0,0.0,inf,inf
SLOW AND DELIBERATE SPEAKING PACE,6.0,1.0,0.0,0.0,inf,inf
ACTION FOCUS,8.0,1.0,0.0,0.0,inf,inf
FINGERS SPREAD,6.0,1.0,0.0,0.0,inf,inf
SPONSORSHIP IDENTIFICATION,13.0,2.0,5.0,1.0,2.6,2.0
COMPOSED AND SERIOUS DEMEANOR,8.0,1.0,0.0,0.0,inf,inf
SPEECH PACE,8.0,1.0,8.0,1.0,1.0,1.0
CLASSMATES,8.0,1.0,0.0,0.0,inf,inf
MENTAL HEALTH DISCUSSION,7.0,1.0,0.0,0.0,inf,inf
GLANCING,6.0,1.0,0.0,0.0,inf,inf
RUSHED QUESTION,0.0,0.0,5.0,1.0,0.0,0.0
GENTLE ACOUSTIC GUITAR,0.0,0.0,8.0,1.0,0.0,0.0
QUICK CHANGE,0.0,0.0,9.0,1.0,0.0,0.0
MODERATE SPEECH RATE,7.0,1.0,0.0,0.0,inf,inf
STARS AND HORIZON,7.0,1.0,0.0,0.0,inf,inf
INTRODUCTION OF THE PRODUCT,24.0,3.0,0.0,0.0,inf,inf
CARDBOARD BOX,12.0,2.0,0.0,0.0,inf,inf
INTERACTION TECHNIQUES,0.0,0.0,7.0,1.0,0.0,0.0
LIGHT MAKEUP,8.0,1.0,0.0,0.0,inf,inf
WHITE DOOR,6.0,1.0,0.0,0.0,inf,inf
STARK AND COMMANDING ATMOSPHERE,8.0,1.0,0.0,0.0,inf,inf
TEARING OF TAPE,0.0,0.0,7.0,1.0,0.0,0.0
FEMALE HAND,0.0,0.0,9.0,1.0,0.0,0.0
LACK OF RECURRING PATTERNS,0.0,0.0,5.0,1.0,0.0,0.0
